type,subject,code,duration,date
Cambridge International AS Level,Psychology,9990/21,1h 30m,Tuesday 24 October PM
Cambridge International AS Level,Sociology,9699/11,1h 30m,Thursday 12 October PM
Cambridge International AS Level,Sociology,9699/21,1h 30m,Monday 23 October PM
Cambridge International AS Level,Spanish Language,8685/22,1h 45m,Tuesday 24 October AM
Cambridge International AS Level,Spanish Language,8685/32,1h 30m,Wednesday 11 October AM
Cambridge International AS Level,Spanish Literature,8673/42,2h 30m,Monday 13 AM
Cambridge International AS Level,Tamil Language,8689/21,1h 45m,Friday 27 October PM
Cambridge International AS Level,Tamil Language,8689/31,1h 30m,Friday 06 October PM
Cambridge International AS Level,Thinking Skills,9694/12,1h 30m,Tuesday 03 October AM
Cambridge International AS Level,Thinking Skills,9694/22,1h 45m,Friday 06 October AM
Cambridge International AS Level,Travel & Tourism,9395/12,2h 30m,Monday 02 October AM
Cambridge International AS Level,Urdu Language,8686/02,1h 45m,Friday 27 October AM
Cambridge International AS Level,Urdu Language,8686/03,1h 30m,Friday 06 October AM
Cambridge International A Level,Accounting,9706/31,1h 30m,Tuesday 24 October PM
Cambridge International A Level,Accounting,9706/41,1h,Monday 30 October PM
Cambridge International A Level,Arabic,9680/21,1h 45m,Friday 27 October PM
Cambridge International A Level,Arabic,9680/31,1h 30m,Friday 06 October PM
Cambridge International A Level,Arabic,9680/41,2h 30m,Tuesday 03 October PM
Cambridge International A Level,Arabic,9680/51,45m,Friday 27 October PM
Cambridge International A Level,Biblical Studies,9484/32,1h 30m,Wednesday 15 2023 AM
Cambridge International A Level,Biblical Studies,9484/42,1h 30m,Friday 17 AM
Cambridge International A Level,Biology,9700/42,2h,Thursday 26 October AM
Cambridge International A Level,Biology,9700/52,1h 15m,Tuesday 24 October AM
Cambridge International A Level,Business,9609/31,1h 45m,Monday 16 October PM
Cambridge International A Level,Business,9609/41,1h 15m,Thursday 19 October PM
Cambridge International A Level,Chemistry,9701/42,2h,Friday 27 October AM
Cambridge International A Level,Chemistry,9701/52,1h 15m,Friday 20 October AM
Cambridge International A Level,Chinese,9715/21,1h 45m,Thursday 05 October PM
Cambridge International A Level,Chinese,9715/31,1h 30m,Thursday 12 October PM
Cambridge International A Level,Chinese,9715/41,2h 30m,Thursday 26 October PM
Cambridge International A Level,Classical Studies,9274/32,1h 30m,Friday 03 AM
Cambridge International A Level,Classical Studies,9274/42,1h 30m,Saturday 11 AM
Cambridge International A Level,Computer Science (Advanced),9618/31,1h 30m,Wednesday 25 October 2023 AM
Cambridge International A Level,Computer Science (Practical),9618/41,2h 30m,Tuesday 31 October AM
Cambridge International A Level,Design & Technology,9705/32,3h,Tuesday 14 AM
Cambridge International A Level,Economics (Multiple Choice),9708/31,1h 15m,Thursday 16 PM
Cambridge International A Level,Economics,9708/41,2h,Tuesday 17 October PM
Cambridge International A Level,English Language,9093/32,2h 15m,Wednesday 01 2023 AM
Cambridge International A Level,English Language,9093/42,2h 15m,Friday 03 AM
Cambridge International A Level,French,9716/22,1h 45m,Friday 06 October AM
Cambridge International A Level,French,9716/32,1h 30m,Wednesday 04 October 2023 AM
Cambridge International A Level,French,9716/42,2h 30m,Monday 23 October AM
Cambridge International A Level,Further Mathematics,9231/21,2h,Wednesday 01 2023 PM
Cambridge International A Level,Geography (Advanced),9696/32,1h 30m,Monday 06 AM
Cambridge International A Level,Geography (Advanced),9696/42,1h 30m,Thursday 09 2023 AM
Cambridge International A Level,German,9717/22,1h 45m,Tuesday 24 October AM
Cambridge International A Level,German,9717/32,1h 30m,Wednesday 11 October AM
Cambridge International A Level,German,9717/42,2h 30m,Friday 27 October AM
Cambridge International A Level,Hindi,9687/02,1h 45m,Friday 13 October AM
Cambridge International A Level,Hindi,9687/03,1h 30m,Friday 06 October AM
Cambridge International A Level,Hindi,9687/04,2h 30m,Tuesday 03 October AM
Cambridge International A Level,Hindi,9687/05,45m,Friday 27 October AM
Cambridge International A Level,Hinduism,9487/03,1h 30m,Thursday 26 October AM
Cambridge International A Level,Hinduism,9487/04,1h 30m,Wednesday 08 2023 AM
Cambridge International A Level,History,9489/31,1h 15m,Monday 30 October PM
Cambridge International A Level,History,9489/41,1h 45m,Thursday 02 2023 PM
Cambridge International A Level,Information Technology (Advanced),9626/32,1h 45m,Monday 23 October AM
Cambridge International A Level,Law,9084/31,1h 30m,Wednesday 11 October AM
Cambridge International A Level,Law,9084/41,1h 30m,Friday 20 October AM
Cambridge International A Level,Literature in English,9695/32,2h,Monday 06 AM
Cambridge International A Level,Literature in English,9695/42,2h,Wednesday 08 2023 AM
Cambridge International A Level,Marine Science,9693/32,1h 45m,Wednesday 01 2023 AM
Cambridge International A Level,Marine Science,9693/42,1h 45m,Friday 03 AM
Cambridge International A Level,Mathematics (Probability & Statistics 2),9709/62,1h 15m,Monday 16 October AM
Cambridge International A Level,Mathematics (Pure Mathematics 3),9709/32,1h 50m,Wednesday 18 October 2023 AM
Cambridge International A Level,Media Studies,9607/04,2h,Tuesday 14 AM
Cambridge International A Level,Physical Education,9396/32,2h 30m,Thursday 09 2023 AM
Cambridge International A Level,Physics,9702/42,2h,Monday 09 October AM
Cambridge International A Level,Physics,9702/52,1h 15m,Thursday 19 October AM
Cambridge International A Level,Psychology,9990/31,1h 30m,Thursday 26 October PM
Cambridge International A Level,Psychology,9990/41,1h 30m,Tuesday 07 PM
Cambridge International A Level,Sociology,9699/31,1h 15m,Monday 06 PM
Cambridge International A Level,Sociology,9699/41,1h 45m,Wednesday 08 2023 PM
Cambridge International A Level,Spanish,9719/22,1h 45m,Tuesday 24 October AM
Cambridge International A Level,Spanish,9719/32,1h 30m,Wednesday 11 October AM
Cambridge International A Level,Spanish,9719/42,2h 30m,Monday 13 AM
Cambridge International A Level,Tamil,9689/21,1h 45m,Friday 27 October PM
Cambridge International A Level,Tamil,9689/31,1h 30m,Friday 06 October PM
Cambridge International A Level,Tamil,9689/41,2h 30m,Tuesday 03 October PM
Cambridge International A Level,Tamil,9689/51,45m,Friday 27 October PM
Cambridge International A Level,Thinking Skills,9694/32,2h,Friday 13 October AM
Cambridge International A Level,Thinking Skills,9694/42,1h 45m,Thursday 26 October AM
Cambridge International A Level,Travel & Tourism,9395/32,1h 30m,Tuesday 10 October AM
Cambridge International A Level,Travel & Tourism,9395/42,1h 30m,Tuesday 17 October AM
Cambridge International A Level,Urdu,9676/02,1h 45m,Friday 27 October AM
Cambridge International A Level,Urdu,9676/03,1h 30m,Friday 06 October AM
Cambridge International A Level,Urdu,9676/04,2h 30m,Tuesday 03 October AM
Cambridge International A Level,Urdu,9676/05,45m,Friday 27 October AM
